**********TEST ON************************Sun Also Rises**************('[0.9999246]', 'book i ? 1 ? ? was once ? ? ? of ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “his face looks bad ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '“he feels very badly ” ? said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '“he should be in bed ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” the first bull was ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? was very good ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99957013]', 'and people had stayed in line all night to buy tickets to see him the crowd demanded that he should be more than very good')
('[0.18742159]', '? great attraction is working close to the bull ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9372498]', 'in bull fighting they speak of the ? of the bull and the ? of the bull ? ? ? ? ? ? ? ?')
('[0.9806812]', 'as long as a bull ? stays in his own ? he is comparatively safe ? ? ? ? ? ? ? ? ? ?')
('[0.00451878]', 'each time he ? into the ? of the bull he is in great danger ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? in his best days worked always in the ? of the bull ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.943941e-05]', 'this way he gave the sensation of coming tragedy ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9643196]', 'people went to the ? to see ? to be given tragic sensations and perhaps to see the death of ? ? ? ? ?')
('[4.130602e-05]', 'fifteen years ago they said if you wanted to see ? you should go quickly while he was still alive ? ? ? ? ?')
('[0.0003213]', 'since then he has killed more than a thousand ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9611654]', 'were disappointed because no real man could work as close to the ? as ? was supposed to have done not of course even ?')
('[0.99957013]', 'and he moved with greater difficulty as his pain increased and finally the crowd were ? against him and he was utterly contemptuous and indifferent')
('[2.0593405e-05]', 'finally a ? of cushions and pieces of bread and ? thrown down at him in the ? where he had had his greatest triumphs')
('[1.7940998e-05]', 'his ? only went further out ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.0384789e-05]', 'into the ? and leaned on the ? below us his head on his arms not seeing not hearing anything only going through his pain')
('[0.00108632]', 'when he looked up finally he asked for a drink of water ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he swallowed a little ? his mouth ? the water took his cape and went back into the ring ? ? ? ? ? ?')
('[0.3556732]', 'because they were against ? the public were for ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.46661493]', 'from the moment he left the ? and went toward the bull they applauded him ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? watched ? too watched him always without seeming to ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he paid no attention to ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? was the sort of thing he knew all about ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he had come out of ? to ? with ? knowing it was a ? gained in advance ? ? ? ? ? ? ?')
('[0.9820455]', 'so set off by the false ? of the bull fighters of the ? ? that he would only have to be in the ring')
('[1.7940998e-05]', 'his return from ? had been spoiled by ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? did always smoothly calmly and beautifully what he ? could only bring himself to do now sometimes ? ? ? ? ? ? ?')
('[0.00783637]', 'the crowd felt it even the people from ? even the american ? saw it finally ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was a ? that ? would not enter because it would lead only to a bad horn wound or death ? ? ? ?')
('[0.18742159]', '? was no longer well enough ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he no longer had his greatest moments in the bull ring ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he was not sure that there were any great moments ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99965876]', 'things were not the same and now life only came in flashes ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? getting out of a motor and leaning on a fence looking over at the herd on the ranch of his friend the bull breeder')
('[3.015995e-05]', 'through the pain that was always with him it had been ? and sold in advance and it did not give him a good feeling')
('[2.5957823e-05]', 'it was the ? but it did not make bull fighting wonderful to him any more ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? had the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he loved bull fighting and i think he loved the ? and i think he loved ? ? ? ? ? ? ? ? ?')
('[0.6224618]', 'everything of which he could control the ? he did in front of her all that afternoon ? ? ? ? ? ? ? ?')
('[2.065301e-05]', 'never once did he look up ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he made it stronger that way and did it for himself too as well as for her ? ? ? ? ? ? ? ?')
('[0.36592424]', 'up to ask if it pleased he did it all for himself inside and it ? him and yet he did it for her too')
('[4.1157007e-05]', 'but he did not do it for her at any loss to himself ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he gained by it all through the afternoon ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7940998e-05]', 'his first ? was directly below us ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the three ? take the bull in turn after each charge he makes at a ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? was the first ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? was the second ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.6497225]', 'then came ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the three of them were standing at the left of the horse ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.0831823e-05]', 'toward the bull kicked in the ? and held them and with the reins in his left hand walked the horse forward toward the bull')
('[0.00783637]', 'the bull was watching ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[4.261732e-05]', 'seemingly he watched the white horse but really he watched the ? steel point of the ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? watching saw the bull start to turn his head ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he did not want to charge ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? his cape so the color caught the ? eye ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.8805265e-05]', 'pulled his horse ? as he ? on the ? making a wound ? the iron into the ? shoulder making him bleed for ?')
('[0.00783637]', 'the bull did not insist under the iron ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he did not really want to get at the horse ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he turned and the group broke apart and ? was taking him out with his cape ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he took him out softly and smoothly and then stopped and standing squarely in front of the bull offered him the cape ? ? ?')
('[0.00783637]', 'the ? tail went up and he charged and ? moved his arms ahead of the bull ? his feet ? ? ? ? ?')
('[0.00783637]', 'the ? mud ? cape swung open and full as a sail ? and ? ? with it just ahead of the bull ? ?')
('[0.798733]', 'at the end of the pass they were facing each other again ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? smiled ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the bull wanted it again and ? cape filled again this time on the other side ? ? ? ? ? ? ? ? ?')
('[0.9820455]', 'so close that the man and the bull and the cape that filled and ? ahead of the bull were all one sharply etched mass')
('[2.5957823e-05]', 'it was all so slow and so controlled ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was as though he were rocking the bull to sleep ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00276029]', 'bull and came away toward the applause his hand on his ? his cape on his arm and the bull watching his back going away')
('[0.9372498]', 'in his own ? he was perfect ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7940998e-05]', 'his first bull did not see well ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9969765]', 'after the first two ? with the cape ? knew exactly how bad the ? was ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he worked ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was not brilliant bull fighting ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was only perfect bull fighting ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the crowd wanted the bull changed ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they made a great row ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9938097]', 'nothing very fine could happen with a bull that could not see the ? but the ? would not order him ? ? ? ?')
('[1.898408e-05]', '“why ? they change him ” ? asked ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? paid for him ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they ? want to lose their money ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? hardly fair to ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? how he handles a bull that ? see the color ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? the sort of thing i ? like to see ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” it was not nice to watch if you cared anything about the person who was doing it ? ? ? ? ? ? ?')
('[0.00341257]', 'could not see the colors of the ? or the scarlet flannel of the ? ? had to make the bull ? with his body')
('[1.7940998e-05]', 'his body and would start for it and then shift the ? charge to the flannel and finish out the pass in the ? manner')
('[2.2351742e-05]', 'afraid and that was why he gave that little ? each time as he transferred the ? charge from his own body to the flannel')
('[6.681681e-05]', 'they preferred ? imitation of himself or ? imitation of ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.0001685]', 'there were three of them in the row behind us ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? he afraid of the bull for the ? so dumb he only goes after the cloth ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? just a young bull ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he ? learned it yet ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “but i thought he was fine with the cape before ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? ? nervous now ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the bull the red cloth to follow with at little almost imperceptible ? that so offended the critical judgment of the ? bull fight ?')
('[0.18742159]', '? going to kill now ” i said to ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7821789e-05]', '“the ? still strong ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he ? wear himself out ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? in front of the bull drew the ? out from the folds of the ? rose on his ? and sighted along the ?')
('[0.00783637]', 'the bull charged as ? charged ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00015455]', 'way out over the bull the right arm extended high up to where the ? of the ? had gone in between the ? shoulders')
('[0.6497225]', 'then the figure was broken ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the white blowing in the wind and the bull the red ? ? tight between his shoulders his head going down and his legs settling')
('[2.6136637e-05]', '“there he goes ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? was close enough so the bull could see him ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7940998e-05]', 'his hand still up he spoke to the bull ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the bull gathered himself then his head went forward and he went over slowly then all over suddenly four feet in the air ? ?')
('[2.8669834e-05]', 'he walked over to in front of the ? box bowed straightened and came over to the ? and handed over the ? and ?')
('[0.18742159]', '? one ” said the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '“he made me sweat ” said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he ? off his face ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the ? ? handed him the water ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? his lips ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it hurt him to drink out of the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he did not look up at us ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? had a big day ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they were still ? him when ? last bull came in ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was the bull that had ? out and killed the man in the morning running ? ? ? ? ? ? ? ? ?')
('[2.527237e-05]', 'during ? first bull his hurt face had been very noticeable ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.6224618]', 'everything he did showed it ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.01575255]', 'all the ? of the awkwardly delicate working with the bull that could not see well brought it out ? ? ? ? ? ?')
('[0.00783637]', 'the fight with ? had not touched his spirit but his face had been ? and his body hurt ? ? ? ? ? ?')
('[2.8669834e-05]', 'he was ? all that out now ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00451878]', 'each thing that he did with this bull ? that out a little ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was a good bull a big bull and with horns and it turned and ? easily and surely ? ? ? ? ? ?')
('[2.8669834e-05]', 'he was what ? wanted in ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00108632]', 'when he had finished his work with the ? and was ready to kill the crowd made him go on ? ? ? ? ?')
('[6.681681e-05]', 'they did not want the bull killed yet they did not want it to be over ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? went on ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was like a course in bull fighting ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.01575255]', 'all the ? he linked up all completed all slow ? and smooth ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.0001685]', 'there were no tricks and no ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.0001685]', 'there was no ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99957013]', 'and each pass as it reached the ? gave you a sudden ache inside ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the crowd did not want it ever to be finished ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the bull was squared on all four feet to be killed and ? killed directly below us ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he killed not as he had been forced to by the last bull but as he wanted to ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he ? directly in front of the bull drew the ? out of the folds of the ? and sighted along the ? ? ?')
('[0.00783637]', 'the bull watched him ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? spoke to the bull and tapped one of his feet ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the bull charged and ? waited for the charge the ? held low ? along the ? his feet firm ? ? ? ? ?')
('[0.7882415]', 'high between the shoulders the bull had followed the low swung flannel that disappeared as ? lurched clear to the left and it was over')
('[1.7940998e-05]', 'his knees and ? older brother leaned forward behind him and drove a short knife into the ? neck at the base of the horns')
('[0.00783637]', 'the first time he missed ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he drove the knife in again and the bull went over twitching and rigid ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? brother holding the ? horn in one hand the knife in the other looked up at the ? box ? ? ? ? ?')
('[0.18742159]', '? were waving all over the bull ring ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the ? looked down from the box and waved his handkerchief ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the brother cut the ? black ear from the dead bull and trotted over with it to ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the bull lay heavy and black on the sand his tongue out ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', 'boys were running toward him from all parts of the ? making a little circle around him ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they were starting to dance around the bull ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? took the ear from his brother and held it up toward the ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the ? bowed and ? running to get ahead of the crowd came toward us ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he leaned up against the ? and gave the ear to ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he nodded his head and smiled ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the crowd were all about him ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? held down the cape ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7821789e-05]', '“you liked it ” ? called ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? did not say anything ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they looked at each other and smiled ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? had the ear in her hand ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? get bloody ” ? said and grinned ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the crowd wanted him ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.0362111]', 'several boys shouted at ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the crowd was the boys the dancers and the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? turned and tried to get through the crowd ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they were all around him trying to lift him and put him on their shoulders ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he fought and twisted away and started running in the midst of them toward the exit ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he did not want to be carried on ? shoulders ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[4.1157007e-05]', 'but they held him and lifted him ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was uncomfortable and his legs were ? and his body was very sore ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they were lifting him and all running toward the gate ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he had his hand on ? shoulder ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he looked around at us ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the crowd running went out the gate with him ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00048298]', 'we all three went back to the hotel ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? went up stairs ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.835823e-05]', 'bill and i sat in the down stairs dining room and ate some hard boiled eggs and drank several bottles of beer ? ? ?')
('[0.18742159]', '? came down in his street clothes with his manager and two other men ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they sat at the next table and ate ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ate very little ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they were leaving on the seven ? train for ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? wore a blue striped shirt and a dark suit and ate soft boiled eggs ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the others ate a big ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? did not talk ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he only answered questions ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.835823e-05]', 'bill was tired after the bull fight ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9820455]', 'so was i ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00048298]', 'we both took a bull fight very hard ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00048298]', 'we sat and ate the eggs and i watched ? and the people at his table ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the men with him were ? looking and ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7881393e-05]', '“come on over to the ? ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“i want an ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” it was the last day of the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9173697]', 'outside it was beginning to be ? again ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00022319]', 'square was full of people and the fireworks ? were making up their set pieces for the night and covering them over with ? branches')
('[1.7762184e-05]', 'boys were watching ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00048298]', 'we passed stands of ? with long ? stems ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9173697]', 'outside the ? there was a great crowd ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the music and the dancing were going on ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the giants and the ? were passing ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? ” i asked bill ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“i ? know ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we watched the beginning of the evening of the last night of the ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the ? made everything seem better ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i drank it without sugar in the dripping glass and it was pleasantly bitter ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“i feel sorry about ? ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '“he had an awful time ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “oh to hell with ? ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.592802e-05]', '“where do you suppose he went ” “up to paris ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “what do you suppose ? do ” “oh to hell with him ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “what do you suppose ? do ” ? up with his old girl probably ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “who was his old girl ” “somebody named ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we had another ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00015315]', '“when do you go back ” i asked ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.8566847e-05]', '“to morrow ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
